followers_count,friends_count,listed_count,favourites_count,statuses_count,has_extended_profile,bot
12349,5,142,203,20547,FALSE,1
65,220,5,1,24,FALSE,1
4,70,0,1,1,TRUE,1
627,10,26,6,1634,FALSE,1
83,6,13,1,13849,FALSE,1
4,537,0,90,103,FALSE,1
864,5,62,0,23022,FALSE,1
4937,5,135,0,1641,FALSE,1
307,4,14,5,2060,FALSE,1
242,1,36,20,69791,FALSE,1
777,4732,0,0,0,FALSE,1
10,0,9,0,5205,FALSE,1
43,0,0,0,2507,FALSE,1
3246,2757,79,6466,69884,FALSE,1
0,0,5,183,1,FALSE,1
107,1,17,0,16414,FALSE,1
299,42,10,0,26508,FALSE,1
17,1903,1,311,366,FALSE,1
22,201,0,7,8,FALSE,1
33,1,6,2,1029,FALSE,1
12415,402,122,201,5986,FALSE,1
99348,3,7,4,428,FALSE,1
27481,1,265,4,42940,FALSE,1
305,29,7,3,162,FALSE,1
98,48,14,4,2830,FALSE,1
514,0,50,0,7455,FALSE,1
495,1,33,0,4756,FALSE,1
275,252,6,103,755,FALSE,1
0,15,0,0,0,FALSE,1
0,33,0,56,83,FALSE,1
3,63,0,0,1,,1
4,102,0,0,1,,1
1,367,0,29,37,FALSE,1
337,2,42,12,7870,FALSE,1
1599,3,3,2,18100,FALSE,1
26,4,5,0,3799,FALSE,1
10250,10378,194,211,262067,FALSE,1
43869,4786,69,125,120082,FALSE,1
4,28,0,0,2,TRUE,1
2,41,0,0,1,FALSE,1
0,264,0,29,51,FALSE,1
21,0,7,1,65,FALSE,1
483883,0,4614,0,62634,FALSE,1
461,873,0,0,126,FALSE,1
4,32,0,0,29,FALSE,1
0,14,0,81,95,FALSE,1
788,0,7,0,2358,TRUE,1
1,319,0,19,25,FALSE,1
2,101,0,2,7,,1
15,3,2,0,401,FALSE,1
1645,1893,14,6,5024,FALSE,1
6,0,4,0,11,FALSE,1
337,2,40,0,28941,FALSE,1
67,0,13,1,144,FALSE,1
743,14,163,0,21164,FALSE,1
179,1,10,0,1149,FALSE,1
33,38,8,0,17,FALSE,1
332,242,16,2,366,FALSE,1
61,0,3,0,81,FALSE,1
2,341,0,29,44,FALSE,1
347,147,2,169,10042,TRUE,1
4,24,0,1,0,,1
113,1,5,0,776,FALSE,1
5,93,0,5,1,,1
98,45,28,38,223659,FALSE,1
47,65,0,0,3,TRUE,1
49,2,17,7,323,FALSE,1
1,38,0,67,97,FALSE,1
10832,2673,42,2413,34971,FALSE,1
0,26,0,21,23,FALSE,1
168,224,29,432,7028,FALSE,1
133554,95060,1455,1453,40763,FALSE,1
102,1,5,0,266,FALSE,1
4369,0,48,0,1542,FALSE,1
970,1,73,0,2023,FALSE,1
13,0,2,0,1947,FALSE,1
104938,1064,482,11928,18504,FALSE,1
481,0,78,0,6391,FALSE,1
712,3,32,0,24996,FALSE,1
23,121,0,62,16,FALSE,1
32,1582,0,0,4,FALSE,1
132,1,10,2,503,FALSE,1
6212,6397,136,329,206723,FALSE,1
2807,1,140,3,1470,FALSE,1
2339,1,138,0,3625,FALSE,1
6645,1,191,168,8416,FALSE,1
2271,3,110,0,15514,FALSE,1
261,0,10,6,3410,FALSE,1
93,1,16,0,29804,FALSE,1
2,31,0,159,1,FALSE,1
38,835,0,0,4,FALSE,1
5280,6,164,9,17341,FALSE,1
11,205,0,22,0,,1
111,0,16,0,1719,FALSE,1
5,389,0,1,0,,1
7,40,4,0,113,FALSE,1
9,0,7,0,130,FALSE,1
5,603,1,155,166,FALSE,1
78,0,11,21,692,FALSE,1
38529,6,940,0,10857,FALSE,1
741,3,19,2,1125,FALSE,1
2,116,0,4,8,,1
1219,87,72,311,2200,FALSE,1
1,9,0,0,1,FALSE,1
181,1,25,0,60475,FALSE,1
7,0,5,0,1381,TRUE,1
62,1,9,1,1760,FALSE,1
312,2,13,21,856,FALSE,1
274,1728,0,11,11,FALSE,1
154,2,16,4,658,FALSE,1
703,32,1,0,2755,FALSE,1
1553,2038,9,1131,31437,FALSE,1
51,1832,0,79,636,FALSE,1
0,260,0,18,19,FALSE,1
74,2,5,0,608,FALSE,1
207,8,21,0,5591,FALSE,1
69,4,12,1,171,FALSE,1
52,2,16,21,7996,TRUE,1
69,12,12,0,175,FALSE,1
567,0,2,0,16733,FALSE,1
912,2,17,19,3528,FALSE,1
29,52,5,4,58,FALSE,1
35,0,8,0,2050,FALSE,1
364,0,22,2,25220,FALSE,1
40,0,9,25,1868,FALSE,1
828,13,18,6,19596,FALSE,1
61,150,0,191,130,FALSE,1
273,0,19,0,7507,FALSE,1
216,1,23,0,1725,FALSE,1
15,159,2,0,525,FALSE,1
342,0,42,0,22070,FALSE,1
60,1,13,1,9249,FALSE,1
447,1,50,0,21892,FALSE,1
9301,1830,41,143,13454,TRUE,1
97,0,21,0,34097,FALSE,1
13049,0,115,0,260879,FALSE,1
152,141,17,3,2281,FALSE,1
501,1,27,1,2146,FALSE,1
6776,4,174,287,3753,FALSE,1
14,0,7,0,129,FALSE,1
1396,2,57,0,5126,FALSE,1
473,5,35,0,1814,FALSE,1
6,124,0,2,0,TRUE,1
5,474,1,80,81,FALSE,1
2,51,0,0,0,,1
43,1,19,0,3846,FALSE,1
798,1,54,0,2539,FALSE,1
2923,1,52,0,652,FALSE,1
400,287,55,1,27635,FALSE,1
9212,2,235,0,8996,FALSE,1
1,336,0,35,33,FALSE,1
169,18,3,3,4,FALSE,1
86,0,25,0,22951,FALSE,1
4159,5001,120,15,51,FALSE,1
316,1981,28,2631,42565,FALSE,1
70,0,20,1,16312,FALSE,1
66,2,20,0,5647,FALSE,1
79,1,10,0,3615,FALSE,1
52957,710,1709,29,379275,FALSE,1
6,43,0,12,2,TRUE,1
258,2883,3,90,5401,FALSE,1
2,685,4,164,204,FALSE,1
127,1,17,0,2836,FALSE,1
38,69,14,446,2957,FALSE,1
248,231,46,56,71111,FALSE,1
20,0,8,0,84,FALSE,1
1787,1,24,0,27932,FALSE,1
110,0,20,0,4185,FALSE,1
1,32,0,66,93,FALSE,1
602,830,18,2,93873,FALSE,1
2,21,0,2,1,TRUE,1
297,0,10,0,330,FALSE,1
280,310,4,14,11307,FALSE,1
620,2,49,0,40633,FALSE,1
256,639,11,0,1250,FALSE,1
114,205,6,0,136271,FALSE,1
114,243,6,0,4385,FALSE,1
1536,1894,16,2161,3545,FALSE,1
66,3716,0,0,0,FALSE,1
183,1,16,1,3511,FALSE,1
3,0,1,0,5236,FALSE,1
693,0,37,1,12910,FALSE,1
17289,8538,430,0,772559,FALSE,1
990,7,122,2,35869,FALSE,1
436,1,53,0,25646,FALSE,1
81,39,20,0,1752,FALSE,1
515,1,52,0,1271,FALSE,1
142,24,12,33,723,FALSE,1
0,35,0,38,44,FALSE,1
12,2004,0,276,333,FALSE,1
491,4970,1,187,118,TRUE,1
56,1,13,1,7118,TRUE,1
0,99,0,0,0,,1
15,1,5,0,170,FALSE,1
90,3,11,2,6585,FALSE,1
6,157,0,11,0,FALSE,1
4,30,0,1,3,FALSE,1
41381,42166,181,0,1617,FALSE,1
63,1,15,0,2078,FALSE,1
0,28,0,0,0,,1
175,1,48,1,13142,FALSE,1
0,353,0,25,67,FALSE,1
5558,6032,16,115,1877,TRUE,1
500,726,10,17962,22712,TRUE,1
6,662,0,156,211,FALSE,1
56836,1,690,3,6863363,FALSE,1
27004,21,830,158,3979,FALSE,1
352,0,47,0,11068,FALSE,1
735,1,19,0,45914,FALSE,1
43721,165,681,0,938563,FALSE,1
7203,1,354,3,3235,FALSE,1
1,29,0,0,1,TRUE,1
7,644,1,156,214,FALSE,1
231,2,172,72,17500,FALSE,1
2003,0,167,54,39446,FALSE,1
347,4,53,39,42526,FALSE,1
10,100,1,0,1,TRUE,1
87216,15228,402,768,717,FALSE,1
59,0,13,0,1343,FALSE,1
3437,2,106,0,4356,FALSE,1
760,1,45,31,4193,FALSE,1
136,2,14,0,5684,FALSE,1
27,326,0,7,472,FALSE,1
5,662,1,169,208,FALSE,1
5,187,0,6,1,TRUE,1
0,292,0,31,31,FALSE,1
0,260,0,17,15,FALSE,1
84,14,3,0,238,FALSE,1
16,1,8,0,3222,TRUE,1
11,2,7,0,5464,FALSE,1
64,0,26,0,3947,FALSE,1
20,96,0,374,1,,1
10,728,0,133,174,FALSE,1
1,3,0,0,1,FALSE,1
25,95,4,0,2722,FALSE,1
0,39,0,0,0,,1
33,2272,0,287,362,FALSE,1
7230,947,1019,162,75122,FALSE,1
1692,1,141,0,1575,FALSE,1
4,704,1,168,198,FALSE,1
67,242,7,45,470,FALSE,1
1444,17,192,0,54742,FALSE,1
40,0,18,0,5052,FALSE,1
2,337,0,21,25,FALSE,1
1307,1,61,0,2285,FALSE,1
159,474,1,174,562,FALSE,1
50,0,13,0,1462,FALSE,1
129,1,23,0,2341,FALSE,1
216,12,13,0,2535,FALSE,1
2,287,0,12,17,FALSE,1
0,276,0,16,42,FALSE,1
7,33,0,0,3,TRUE,1
475,0,27,0,17299,FALSE,1
0,7,0,3,1,FALSE,1
8372,4,23,0,2455,FALSE,1
21,1921,1,260,322,FALSE,1
366,0,59,0,19686,FALSE,1
2101,1693,241,16017,2175,FALSE,1
12090,12774,213,0,49305,FALSE,1
10,0,8,0,289,FALSE,1
3621,250,33,0,5479,FALSE,1
10,164,0,64,66,FALSE,1
26040,729,235,0,87219,FALSE,1
8,0,9,0,764,TRUE,1
62,4,26,19,23134,FALSE,1
1802,1,124,5,5034,FALSE,1
1609,0,60,0,1670,FALSE,1
0,111,0,2,1,TRUE,1
3,0,4,0,1208,FALSE,1
60674,1,688,1605,12130,FALSE,1
0,44,0,45,69,FALSE,1
2838,6,97,0,11889,FALSE,1
1811,15,262,20,29998,FALSE,1
1157,0,11,2,54289,FALSE,1
4391,0,113,4,8732,FALSE,1
8,766,1,142,208,FALSE,1
49,277,1,0,7,FALSE,1
1727,46,47,193,28918,FALSE,1
0,25,0,62,86,FALSE,1
1,41,1,80,126,FALSE,1
50196,48860,5850,112382,81267,TRUE,1
314,0,50,0,2978,FALSE,1
5,73,0,1,0,,1
660,3,37,5,4529,FALSE,1
0,39,0,0,0,,1
64,0,13,0,180,FALSE,1
185,1,14,0,573,FALSE,1
3,201,0,1,1,TRUE,1
571,6,13,11,72830,FALSE,1
0,21,0,0,0,,1
33,1,10,0,4032,TRUE,1
0,327,0,26,31,FALSE,1
11,820,0,157,587,FALSE,1
1087,1,40,0,1947,FALSE,1
1,328,0,27,26,FALSE,1
26,1949,2,300,386,FALSE,1
29879,108,88,1589,50659,FALSE,1
1,496,0,95,108,FALSE,1
206,2,16,8,18817,FALSE,1
1323,1538,18,186,912,FALSE,1
546,96,16,12,2639,FALSE,1
1120,1168,5,1459,1556,FALSE,1
7812,5,263,0,4464,FALSE,1
1040,0,61,1,2633,FALSE,1
0,256,0,13,11,FALSE,1
0,28,0,103,145,FALSE,1
8,0,8,0,2115,FALSE,1
0,25,0,60,69,FALSE,1
60,258,0,93,93,FALSE,1
82,83,9,3,653,FALSE,1
12,2,15,0,7086,FALSE,1
62,973,0,10890,1,FALSE,1
1047,1,60,0,3661,FALSE,1
85,1,14,0,24631,FALSE,1
23,1863,1,271,374,FALSE,1
320,4,33,13,5570,FALSE,1
27264,3516,383,5,508835,FALSE,1
16,1859,0,262,336,FALSE,1
2,41,0,68,119,FALSE,1
4547,2,138,137,59621,TRUE,1
1,38,0,74,89,FALSE,1
31,0,6,0,975,FALSE,1
170,3,2,0,22899,FALSE,1
23,0,14,0,2584,FALSE,1
74,744,1,90,14,FALSE,1
372,2105,14,1,12,FALSE,1
71727,34,778,0,109163,FALSE,1
36,1,10,0,1025,FALSE,1
13,3,4,0,79,FALSE,1
861,2,48,0,6567,FALSE,1
0,337,0,20,37,FALSE,1
98,2,19,0,3621,FALSE,1
8,674,0,144,176,FALSE,1
300,1,12,1,777,FALSE,1
75,48,13,0,2080,FALSE,1
22,1,9,0,3868,FALSE,1
61,0,25,1,148294,FALSE,1
155,0,29,0,9286,FALSE,1
7872,2,264,2,72176,FALSE,1
656,9,25,36,3306,FALSE,1
540,2,65,0,745,FALSE,1
8,1,1,0,0,FALSE,1
183,3,5,0,31,FALSE,1
77,39,13,4,2828,FALSE,1
7,2,5,0,2296,FALSE,1
1533,1714,14,0,19176,FALSE,1
378,4,31,1,11085,TRUE,1
55,0,18,0,10002,FALSE,1
362770,355287,1895,9,3042,TRUE,1
32,17,2,3,173,FALSE,1
7,1,7,0,246,FALSE,1
20,1883,1,302,374,FALSE,1
1104,136,29,0,483,FALSE,1
290,1,20,0,1196,FALSE,1
236,0,37,0,2821,FALSE,1
1,341,0,23,31,FALSE,1
1854,8,2480,11,127238,FALSE,1
35,206,0,0,4,FALSE,1
6,2,2,0,6609,FALSE,1
388,13,9,2,21390,FALSE,1
18,0,7,0,1262,FALSE,1
6,635,0,163,251,FALSE,1
0,350,0,23,35,FALSE,1
74,0,7,1,9057,FALSE,1
7,0,9,0,2192,FALSE,1
2,1,4,0,63519,FALSE,1
1242,4610,26,0,8743,FALSE,1
18,334,0,47,42,FALSE,1
60427,0,320,0,68521,FALSE,1
9,1,5,0,95,TRUE,1
1186,1774,3,0,85162,FALSE,1
17,221,1,15,444,FALSE,1
3,698,0,136,178,FALSE,1
56,1,17,0,12245,FALSE,1
67,0,19,0,120232,FALSE,1
1,509,0,75,104,FALSE,1
142,1,20,0,3555,FALSE,1
3508,4053,3,0,7252,TRUE,1
2235,0,175,2,23695,FALSE,1
0,28,0,49,90,FALSE,1
251,131,36,1,362,FALSE,1
528,1,33,1,14915,FALSE,1
247,12,24,0,13551,FALSE,1
173,0,7,2,1188,FALSE,1
15,1770,7,293,444,FALSE,1
187,0,16,14,1577,FALSE,1
396,1,30,0,3631,FALSE,1
0,72,0,4,2,FALSE,1
0,259,0,21,18,FALSE,1
50,6,12,2,2001,FALSE,1
2352,5001,79,3943,32426,FALSE,1
17,0,2,0,170,FALSE,1
585,3479,1,0,212,FALSE,1
0,26,0,68,70,FALSE,1
9,213,0,2,1,,1
343,1,8,0,5140,FALSE,1
10,1,5,0,13148,FALSE,1
300,1,17,0,4092,FALSE,1
7,166,0,2,15,FALSE,1
13681,3306,15866,88,882734,FALSE,1
1,333,0,35,31,FALSE,1
1026,1,74,0,3456,FALSE,1
1075,0,24,0,703,FALSE,1
2048,5,79,75,25498,FALSE,1
35,2,7,0,4571,FALSE,1
107,541,0,151,650,FALSE,1
449,0,9,0,998,FALSE,1
799,1,58,0,11373,FALSE,1
516,14,109,133,38073,FALSE,1
576,39,10,21,52048,FALSE,1
79,195,0,23,34,TRUE,1
0,37,0,39,63,FALSE,1
2,465,0,56,76,FALSE,1
8,660,2,127,190,FALSE,1
211,321,1,24,26,TRUE,1
14,0,7,0,2653,FALSE,1
2832,2,12,34,34306,FALSE,1
2,492,0,71,79,FALSE,1
113,28,15,2,3053,FALSE,1
2,236,0,15,20,FALSE,1
172,69,21,5,1065316,FALSE,1
150,0,18,6,326,FALSE,1
5,485,0,90,98,FALSE,1
18,1,4,0,2585,FALSE,1
90,0,17,1,21327,FALSE,1
13,0,3,0,1805,FALSE,1
3,28,0,60,96,FALSE,1
159,0,8,0,904,FALSE,1
80,98,8,2,375,FALSE,1
38194,68,775,60,1393,FALSE,1
110,1,13,2,6511,FALSE,1
56,39,13,0,247223,FALSE,1
1,253,0,25,26,FALSE,1
49,12,7,1,831,FALSE,1
145,0,7,0,153,FALSE,1
566,122,56,7,33258,FALSE,1
1353,76,4,1,21536,FALSE,1
22,0,10,0,1212,FALSE,1
4,668,0,125,172,FALSE,1
4,343,1,0,1,FALSE,1
331,890,1,3,11,FALSE,1
0,2,0,0,1,FALSE,1
281,0,40,0,1224,FALSE,1
407,2,0,1,32573,FALSE,1
6,341,0,42,73,FALSE,1
195,1,14,5,5949,FALSE,1
26,0,9,0,1317,FALSE,1
1727,1030,38,117,1639,FALSE,1
35,3,17,0,53057,FALSE,1
21,2033,1,317,403,FALSE,1
85,1,0,0,1000,FALSE,1
10280,1,270,0,1592,FALSE,1
13091,10734,2490,1005,53518,FALSE,1
2896,2,225,15,113733,FALSE,1
882,231,11,3,2826,FALSE,1
1374,2102,13,2,114,FALSE,1
318,4,44,0,128811,FALSE,1
80,0,21,0,39803,FALSE,1
182,0,27,0,3322,FALSE,1
1,315,0,13,27,FALSE,1
299,0,24,0,14332,FALSE,1
372,0,12,0,2714,FALSE,1
80,0,10,1,4854,FALSE,1
3,314,0,34,56,FALSE,1
2,276,0,23,23,FALSE,1
1084,1368,43,0,10281,FALSE,1
31,1,8,0,4911,FALSE,1
1628,4,7,3,5155,FALSE,1
1510,2126,20,0,207479,FALSE,1
109901,85639,650,3550,455,FALSE,1
197,0,11,0,199,FALSE,1
6465,5916,133,0,18513,FALSE,1
3,114,0,2,1,FALSE,1
88,29,4,0,178,FALSE,1
32,1,9,0,2290,FALSE,1
130,0,0,0,3190,FALSE,1
2,334,0,19,27,FALSE,1
6,3,7,0,253,FALSE,1
276,540,6,21524,3062,TRUE,1
887,0,14,20624,43512,FALSE,1
47,45,10,113,1752,FALSE,1
1,42,0,0,0,,1
1461,197,134,1,23533,FALSE,1
128,0,6,0,151,FALSE,1
806,4924,1,92,19,FALSE,1
0,14,0,0,0,,1
41,0,11,0,300,FALSE,1
5418,4307,97,1,45675,FALSE,1
98866,108366,122,851,868,FALSE,1
0,240,0,21,13,FALSE,1
3,156,0,0,2,FALSE,1
904,0,19,0,1123,FALSE,1
35,54,2,0,114,FALSE,1
282,2205,0,1,3,TRUE,1
3588,0,135,0,18413,FALSE,1
132,46,24,740,7346,FALSE,1
3788,4466,41,3,297198,FALSE,1
67,0,17,0,103,FALSE,1
883,1,42,0,2574,FALSE,1
3835,1,77,1,1432,FALSE,1
410,0,29,0,7709,FALSE,1
78,41,0,6628,4249,FALSE,1
235,192,9,4,7875,FALSE,1
530,2,18,2,298,FALSE,1
0,30,0,0,0,,1
2845,4,62,0,16272,FALSE,1
52,1,10,0,80,FALSE,1
683,0,35,0,577,FALSE,1
173,0,13,0,6893,FALSE,1
83215,12,1789,45,2063,FALSE,1
6,17,0,0,1,FALSE,1
10,2,4,0,5775,FALSE,1
2,249,0,14,26,FALSE,1
78,0,31,0,10130,FALSE,1
82,0,9,0,4591,FALSE,1
87,0,9,0,2905,FALSE,1
3,21,0,0,0,FALSE,1
11,0,6,0,52,FALSE,1
260,0,34,0,25155,FALSE,1
291,1,17,30,3223,FALSE,1
159,6,26,0,5019,FALSE,1
40,0,15,0,3921,FALSE,1
1814,0,172,5106,57061,FALSE,1
0,280,0,21,31,FALSE,1
0,9,0,0,0,,1
806,85,32,229,1497,FALSE,1
25,524,0,1,1,FALSE,1
77,1,27,0,5057,FALSE,1
140,0,2,0,16203,FALSE,1
41,0,12,0,2397,FALSE,1
1248,7,3,0,11708,FALSE,1
662,3,6,60,29818,FALSE,1
49,1,6,23,9820,FALSE,1
0,35,0,58,83,FALSE,1
1148,7,12,6,24607,FALSE,1
2,85,0,7,11,FALSE,1
19,23,4,2,2768,TRUE,1
10057,7468,108,1905,1459,FALSE,1
1464,40,157,996,144584,FALSE,1
490,1,21,0,927,FALSE,1
93,0,24,0,5145,FALSE,1
36,1,11,0,793,FALSE,1
60,32,6,2,4365,FALSE,1
214,0,20,0,9727,FALSE,1
34,787,0,7,2,FALSE,1
571310,76070,4909,37437,56077,TRUE,0
292385,963,6076,1248,16688,FALSE,0
1,7,0,0,3,FALSE,0
222659,352,3261,143,10999,FALSE,0
646,446,2,13440,25292,FALSE,0
2,5,0,0,2,FALSE,0
27,25,0,17,50,FALSE,0
316,192,9,2257,7329,TRUE,0
211616,8617,4071,1941,2037,FALSE,0
429604,600,4999,30,497,FALSE,0
106,153,0,973,1408,FALSE,0
17118,385,950,4,3168,FALSE,0
94714,43,1137,0,1,FALSE,0
1793645,428911,15982,6881,155671,TRUE,0
328658,110,4381,3,319,FALSE,0
1159,2524,152,160,4718,TRUE,0
383,324,20,145,389,FALSE,0
132562,842,3292,4046,5000,FALSE,0
9021504,16,34282,11,13245,FALSE,0
74952,340,541,8101,7931,FALSE,0
22270820,263,87505,2329,46185,FALSE,0
829658,56,2714,490,16192,TRUE,0
56,708,0,112,95,TRUE,0
1132,8,7,32,656,TRUE,0
40,51,0,19,914,FALSE,0
106,318,3,11,441,FALSE,0
658530,369,2166,1163,13327,FALSE,0
3039240,1744,35817,412,37953,FALSE,0
747,639,33,3649,3918,TRUE,0
35916070,277,90152,147,11904,FALSE,0
5324864,45,3190,49,1537,FALSE,0
6055541,881,5,28,5536,FALSE,0
2026336,53,7295,6,487,FALSE,0
829,621,36,753,9500,FALSE,0
6298,3780,82,85334,46617,TRUE,0
243582,489,3900,24206,17195,FALSE,0
958913,3664,4424,467,44581,FALSE,0
75,426,3,1147,269,FALSE,0
19451,6,36,37,254,FALSE,0
22,95,0,86,52,FALSE,0
113,280,6,2600,4538,FALSE,0
4,81,0,133,3,,0
2665301,299,2444,1301,9572,TRUE,0
13305,1154,392,1251,3571,FALSE,0
4,27,0,32,18,FALSE,0
289928,1061,1433,18,19353,FALSE,0
867,1544,39,87,1058,FALSE,0
45,150,24,32,108,FALSE,0
3262,454,15,1346,1355,FALSE,0
97,105,1,1777,1439,FALSE,0
26434,553,304,3786,7110,FALSE,0
417924,16771,2135,999,39013,FALSE,0
21,48,0,482,233,,0
151,1833,4,164,591,FALSE,0
8381372,203,47130,21,6834,FALSE,0
2006589,1993,6702,429,33226,FALSE,0
157,281,7,0,4421,FALSE,0
2287,4297,13,1558,497,TRUE,0
289,208,4,20,1247,FALSE,0
63996,4883,167,297,6896,FALSE,0
1356,3206,3,126,396,FALSE,0
270,1891,0,0,17,FALSE,0
24,65,0,0,84,FALSE,0
1763697,397,5993,708,3859,FALSE,0
649,30,68,0,213,FALSE,0
10,76,0,2,19,FALSE,0
146565,522,2800,4360,10026,FALSE,0
177,119,3,1016,21311,FALSE,0
28875,0,855,0,437,FALSE,0
1541514,68,3956,66,14230,TRUE,0
62647,277,1197,431,11885,FALSE,0
46,96,0,147,13,TRUE,0
1300380,24248,7089,4184,8536,FALSE,0
1474073,40,7304,13,8601,FALSE,0
314,823,9,770,1062,TRUE,0
216039,67,887,972,1878,TRUE,0
5370,82,75,607,7169,FALSE,0
2844,126,110,692,263,FALSE,0
77,524,0,8,39,FALSE,0
3702525,8875,20465,135,59937,TRUE,0
214083,211,3421,365,3060,FALSE,0
4,67,0,2,18,,0
772,970,41,1030,2269,FALSE,0
5024,1265,395,4375,31149,FALSE,0
1322,3001,49,2521,2965,FALSE,0
33,100,0,2,7,TRUE,0
15571,883,131,16908,21707,TRUE,0
64,98,1,2,1031,FALSE,0
28933243,800,27857,43,42955,FALSE,0
122108,5790,923,223,24891,FALSE,0
27,118,1,28,29,FALSE,0
22,101,0,7,9,TRUE,0
262,729,2,30,235,TRUE,0
17880103,763,75193,306,9487,FALSE,0
118,342,8,62,46,TRUE,0
8896,417,347,797,9936,FALSE,0
77,65,0,22,17,FALSE,0
45,75,0,10,103,FALSE,0
952135,858,3161,2402,83812,FALSE,0
1811013,415,11324,181,9472,FALSE,0
71,263,1,22,49,FALSE,0
8503,222,322,861,21716,FALSE,0
64,279,2,15,83,FALSE,0
32129515,547,23014,51,32419,TRUE,0
59,67,6,1030,1002,FALSE,0
54,89,0,1,1177,FALSE,0
52,337,0,2503,247,FALSE,0
9132,1841,1063,590,6437,TRUE,0
9515386,1329,0,1141,5942,FALSE,0
276122,166,7084,1234,7336,TRUE,0
3191970,371987,16873,13,2119,FALSE,0
27859346,157,32946,0,286,FALSE,0
5541,888,275,396,901,FALSE,0
35,50,0,0,113,FALSE,0
2917721,303,10993,372,3123,FALSE,0
37,456,0,5,587,FALSE,0
299938,1558,2580,3931,13302,FALSE,0
1161,133,16,308,670,FALSE,0
28,921,0,54,8,,0
22,97,0,15,85,TRUE,0
29270,24101,417,1571,2426,FALSE,0
16547,13437,672,72,12467,TRUE,0
2801091,843,21634,6552,14733,FALSE,0
562918,653,9014,313,6339,FALSE,0
3749,1,313,177,7931,FALSE,0
35412,105,171,15,967,FALSE,0
1749014,254,20641,0,470,TRUE,0
138849,216,1511,6,987,TRUE,0
4218370,5512,15813,655,44847,FALSE,0
35476,150,880,1380,484,FALSE,0
2142490,45023,7431,26993,16826,FALSE,0
5960,1070,38,24299,9444,FALSE,0
750,2657,266,8757,14773,FALSE,0
34,204,0,0,0,FALSE,0
7518766,13587,22620,4,6952,FALSE,0
13011,2715,1019,73,1592,FALSE,0
237490,314,1321,158,2230,FALSE,0
166,294,15,77,261,FALSE,0
31,58,0,8,11,FALSE,0
26408349,41,66599,46,34592,FALSE,0
48641,33,1029,0,0,FALSE,0
96217,541,956,3705,3591,FALSE,0
45,143,2,0,180,FALSE,0
1173947,412,4627,743,24811,FALSE,0
370920,272,9190,30,11766,TRUE,0
7222,787,116,4,16034,TRUE,0
878131,5044,3401,297,79503,TRUE,0
15,83,0,0,1,FALSE,0
20261,19440,469,7758,6949,FALSE,0
4961351,742,13162,11859,36385,FALSE,0
8800,2917,4,95,85,FALSE,0
4347,419,16,2311,11333,FALSE,0
2,79,0,1,2,FALSE,0
4,35,0,0,4,FALSE,0
72,96,1,78,191,TRUE,0
2459472,1725,6202,8367,12868,FALSE,0
3334308,374,14708,4363,8939,FALSE,0
259280,28,4366,20,9517,FALSE,0
325,104,18,12,151,FALSE,0
13453399,679,48833,58,8652,FALSE,0
542057,991,3527,20281,9030,FALSE,0
1267,134,13,9912,7029,FALSE,0
814594,144,5386,695,8341,FALSE,0
36,519,0,139,133,FALSE,0
2115097,3851,11112,90,27626,FALSE,0
242,392,3,767,2064,FALSE,0
27458,27182,165,233,91,TRUE,0
2747,492,123,42,248,FALSE,0
1026238,223642,7199,14499,19256,FALSE,0
39,270,0,364,307,FALSE,0
3654259,1336,1129,3557,3456,FALSE,0
159613,6949,2975,220,5877,FALSE,0
14,18,0,50,41,TRUE,0
823,547,36,4812,1964,TRUE,0
204,269,61,635,2672,FALSE,0
76,1336,2,165,38,FALSE,0
3517571,855,24528,185,23660,FALSE,0
115,93,2,74,126,TRUE,0
7901272,51,17736,231,9748,FALSE,0
4457073,57,28,674,342,FALSE,0
1073,197,5,8791,8452,TRUE,0
10572149,1237,10028,2290,138227,FALSE,0
3630,557,122,433,643,FALSE,0
1,4,0,0,0,FALSE,0
242,520,3,28,196,FALSE,0
1513771,269684,11368,16453,8973,TRUE,0
10795,21,185,9,36,FALSE,0
328,1875,28,5,3335,FALSE,0
5156022,398,15982,62,17715,FALSE,0
1571,181,49,608,409,FALSE,0
